,id,created_at,text,fav,RT,rate
1071,9.77164503329599E+017,2018-03-23 12:45:47,ぶっちゃけ、30万円の使い道は、Microsoft Hololensで道行く人のアイコラ作ったり、似ているAV女優算出したり、顔認識で感情分析して駆け引きしたりそういうことのためのR&amp;D投資に使いたいと思っています。 https://t.co/vl2qCQw4R1,26,2,7.69230769230769
802,9.81541693911581E+017,2018-04-04 14:39:10,いま作っている自動いいねツールでフォロワー数が一日で15人くらい増えた。統計情報まで取れるようにして、これをチュートリアルにしよう。たぶんアプリケーションにして販売してもいいんだけど、これくらいならさくっとFlaskで創れるのでチ… https://t.co/qLWvTLRt7q,26,4,15.3846153846154
991,9.78620593825174E+017,2018-03-27 13:11:46,Qiitaとはてぶでスケベサイエンス啓蒙しすぎて、ついに会社の上司にスケベサイエンティストなのバレてしまった！これはリストラか？次回！スケベサイエンティスト、死す！,26,2,7.69230769230769
830,9.81098293303304E+017,2018-04-03 09:17:15,クラウドソーシングとか、アフィリエイトとか、死ぬほど競合がいるレッドオーシャンよりも、クソほどくだらないこと、誰もやらないことでマネタイズしようとする方が楽しいし青いし面白いな。,25,3,12
674,9.83512073865904E+017,2018-04-10 01:08:45,プログラミング初心者向けのコンテンツが多くて、やってみた系のコンテンツは多いけど、独学で案件取るまでのコンテンツやっぱり少ないな。こっちのほうが社会的に価値ありそうなので、エンタメから稼げる技術チュートリアルにピボットしよう。,25,2,8
784,9.81895016690868E+017,2018-04-05 14:03:09,つまり、初心者だけどプロダクト作りたい人と、プロダクト作れて保守性の高いコード書きたい人の中間に、「アホみたいなコードでプロダクトつくれる人のコード」という、初心者にとっての理解できるレベルのチュートリアルが足りてない。,25,8,32
967,9.78808794560872E+017,2018-03-28 01:39:36,#やりたいこと優秀なエンジニアの人が個人でチュートリアルをnoteに作る文化を作る。,25,5,20
643,9.83726529132741E+017,2018-04-10 15:20:55,今年入って学んだのは、正攻法で稼ごうとすると赤すぎてだいたい死ぬので、「楽しいこと」を一番プライオリティあげて突き詰めていくと自然と青いところが見えてくるってとこでした。誰もやらない領域、本当に美味しい。しかもみんな反対してやろうとしないからありがたい。,25,2,8
181,9.90119611327701E+017,2018-04-28 06:44:45,心に童貞が潜んでいるから、かわいいおなごにフォローされるとちょっとイキった顔になるのどうにかしたい,24,1,4.16666666666667
150,9.90429925340463E+017,2018-04-29 03:17:50,よっしゃ！500冊突破！ https://t.co/Tq1j5H2vft,24,0,0
259,9.89281026055656E+017,2018-04-25 23:12:31,Google Apps Scriptでアプリ公開すると、リリース初日でアプリがパンクする芸だけど有料化すると採算が合わないので結局チュートリアルつくって使いたい人は自分で作ってくださいという形にしています。,24,4,16.6666666666667
188,9.90082543578792E+017,2018-04-28 04:17:27,学校の教師のデータ全部スクレイピングして、保護者が先生の評価できるWebサイト作ったら市場原理働いてた面白そうだな,23,3,13.0434782608696
510,9.85852033549783E+017,2018-04-16 12:06:55,スケベ博士が人生変えてしもうた....,23,1,4.34782608695652
303,9.8894989005398E+017,2018-04-25 01:16:42,もう少しで1万ユーザー！ https://t.co/jb9AopExMu,23,3,13.0434782608696
703,9.82982925254672E+017,2018-04-08 14:06:06,最近、エンジニアの教育と、キャリアという領域が自分にとって解決したい課題なんだと感じるようになった。これだけ需要があるのに、人を供給する部分のシステムに課題が大きすぎる....ここに人生かけたいなぁ。,23,2,8.69565217391304
1028,9.77807785386652E+017,2018-03-25 07:21:57,朝7時に本の着想考えて、朝9時から12時まで執筆して、12時30分にリリースして、16時30分現在で5冊売れるってnoteすごいなぁ。これ普通に電子書籍出版とかやってたらもっと時間がかかってるし。出版ってどんどん途中の仲介通さなくなってくるんじゃないかな。,23,5,21.7391304347826
195,9.90054252977406E+017,2018-04-28 02:25:02,GWにやることがない人は、文字起こし君かスケベAIを作りましょう！！https://t.co/6OOmYh4hNG,23,4,17.3913043478261
238,9.89505137352806E+017,2018-04-26 14:03:03,でもこの感覚を23で味わえたのは非常に大きな学びだと思うし、恵まれていると思う。残りの79年くらいは自分が本当に社会的に意味あると思えることと、知的に面白いことに人生ささげていきたいなぁ。,23,0,0
372,9.88076861694534E+017,2018-04-22 15:27:36,彼女に「ちんこみたいなやつ買ってきて」っていったらちゃんとチーカマだと理解してくれたので結婚したい,23,1,4.34782608695652
985,9.78627660048777E+017,2018-03-27 13:39:50,Progateやドットインストールは、何か作りたい！と思った時に必要な基礎文法を学ぶサイトとして超いい。それにプラス、プロダクトを作れるようになるための何かが足りてない。リファレンスやらが使えるのは、それのちょっと先に行った人たちだから。,23,4,17.3913043478261
1078,9.76989234778096E+017,2018-03-23 01:09:19,スケベ博士は復旧中なので、代わりに変態コンシェルジュをご利用ください。LineからDMMのサンプル動画が見れるセキュリティが強固なサービスとなっています。https://t.co/FK1DsxW78L https://t.co/40yra8vrGl,22,8,36.3636363636364
543,9.85127516397437E+017,2018-04-14 12:07:57,これ、半端じゃなく可能性ある。noteはクリエイターが年齢とか仲介企業とか関係なく、ファンがついてくる人に高い報酬が得られる素晴らしい仕組み。本当に応援したい。 https://t.co/2rccs0eIj8,22,3,13.6363636363636
1034,9.77758875653784E+017,2018-03-25 04:07:36,スケベAIのチュートリアルは、こんな感じです～PythonでAV女優のデータをスクレイピングし、Face APIで顔認識、Line Botの作成を一つのチュートリアルでまとめて解説しています！コードの解説とかつけています。… https://t.co/ULYSW7JS8o,22,3,13.6363636363636
253,9.89391250901029E+017,2018-04-26 06:30:30,【定期】PythonとJavaScriptで、似ているAV女優を教えてくれる人工知能アプリケーションが創れる、「変態博士チュートリアル」で、顔認識アプリを作りませんか？https://t.co/rl1LQkqzJx,22,4,18.1818181818182
12,9.91503163663401E+017,2018-05-02 02:22:30,文字おこし君、このままだとユーザー数が10万を超えてしまう......LINEのインターフェイスがすごいのは、Jacob Nielsenのヒューリスティックスから見たときに、・一貫性を保ち標準に倣う・最小限で、美しいデザイ… https://t.co/0RHNsOz0VP,22,2,9.09090909090909
10,9.91505648314606E+017,2018-05-02 02:32:22,世の中にはめっちゃくちゃいいアーティストが埋もれているのに、自分自身のことをマーケできないのって本当にもったいないと思う。個人が強い時代、マーケさえしっかりしていれば、信用経済だからやっていけるはずだし、そこをなんとかしたい。。。,22,3,13.6363636363636
1024,9.77832449420902E+017,2018-03-25 08:59:57,下ネタはとても強力で、簡単にバズってしまうが、それ以外のことを言えなくなるととたんに威力が落ちてしまう。そして、それを使うことで社会的評価も下がる。あれだけ子供のころロックマンでダークチップ使っちゃいけないって習ったのに、僕は社会… https://t.co/I8yypUhxgd,22,3,13.6363636363636
1100,9.76617540532167E+017,2018-03-22 00:32:20,スケベ博士の友達数が420人を超えました。ご登録ありがとうございます。ご要望等ございましたらご連絡ください。 https://t.co/ALZL26Do1C,21,1,4.76190476190476
670,9.83515324824699E+017,2018-04-10 01:21:40,僕がクラウドソーシングで受注するときに技術を学ぶ場合、まずクラウドソーシングで受注できそうなアプリの内容を調べて、それを実装するために必要そうな技術を調べ、実装してブログにアウトプットしてました。それをもとにお客さんに「これできますー」とURL共有すれば受注はできますね。,21,8,38.0952380952381
260,9.89277854436225E+017,2018-04-25 22:59:55,毎回説明するのが面倒なのでまとめたhttps://t.co/FZBfcnUG5I,21,2,9.52380952380952
857,9.80608159201948E+017,2018-04-02 00:49:38,何か新しいものを作り出すとき、みんながやってるレッドオーシャンに突っ込んでいくのもダメで、でもいきなり0 → 1もダメ。先行研究いっぱい読んで巨人の肩の上に乗り、今まで誰もやらなかった領域を埋めていくのが大事なんだろうなぁ。,21,1,4.76190476190476
141,9.90468066742973E+017,2018-04-29 05:49:23,プログラミングを知らないは何ができるか分からない。そんな中この時代にAIという言葉が出てきて、プログラミングで「いい感じのことができる」ということを理解した結果、大量に「AIで何かしたい」という要望が増えてて、プログラミングで置き換えてもほとんどの人は困らないのかもしれない。,21,5,23.8095238095238
307,9.88937659878854E+017,2018-04-25 00:28:06,朝起きたら7000ユーザー超えてた...また当分サーバー落ちて使えなくなりそうだ https://t.co/QTF21ZYFTE,21,4,19.047619047619
171,9.90246505154986E+017,2018-04-28 15:08:59,ベンチャーか大企業か、どっちがいいかなんて適性次第だと思うけど、ぶっちゃけ違うなって直観で思ってるならさっさと変えた方がいいと思う。責任を取れるのは自分だけだから。自分がパフォーマンス出せそうなところに100%リソース投下した方が幸せだぞ！,21,4,19.047619047619
971,9.78775194104819E+017,2018-03-27 23:26:05,"おかげさまでスケベチュートリアル、4日で100冊超えました！(¥103,880 / ¥980 = 106冊) ありがとうございました！修正必要そうなところとか、フィードバックあったらぜひご連絡ください！（実際に作れたか気になるとこ… https://t.co/0sh8txbNC8",21,6,28.5714285714286
549,9.85095735493341E+017,2018-04-14 10:01:40,こんなこと言うと、「辛いことがあってもやりつづけなさい」って言われると思うけど、プライベートの活動も十分つらい。だってどんなに頑張って最初のほうとか収益にならないから。でも、やってることの価値とか、そういうものにドライブされるから… https://t.co/zOn1BofqiX,20,1,5
1080,9.76983550745502E+017,2018-03-23 00:46:44,スケベ博士が既読無視してくるというご報告を各所からいただいたので、ログ解析したところ、結論としてスケベ博士がせこいことがわかったのでご共有いたします。【速報】スケベ博士が「金払わなきゃ動かないのじゃ」とグレました！https://t.co/8BHb2m5PKX,20,18,90
626,9.8419400481946E+017,2018-04-11 22:18:30,自分でコンテンツ持つと、時給という概念がなくなる。確かに最初はまったくお金入らないけど、アウトプットし続けると信頼とコンテンツがストックして減らない資産になって回収できる。note売っててめっちゃ感じた。 https://t.co/SuF8nbsEen,20,3,15
215,9.89675801854394E+017,2018-04-27 01:21:13,チュートリアルを作っている理由です。「よくプログラマーになりたいという人で、プログラムの本を買ってきて、最初から最後まで読む人がいます。それも効率が悪いと僕は思っていて、プログラムを書くことは手段より目的を決めたほうがいいに決… https://t.co/CYQE7WnsLA,20,4,20
118,9.90606239284453E+017,2018-04-29 14:58:26,先端技術がかなり早いペースでジェネリック化する時代。ジェネリック化の比喩はとても分かりやすい。面白い。薬の開発そのものの価値はジェネリック化によってどんどん薄れてきてしまうからな。 https://t.co/Sm9Qm7o04l,20,7,35
1257,9.73715061012246E+017,2018-03-14 00:18:55,「本名でスケベサイエンティストやるのやめなさい」 https://t.co/XllVXCU8Fv,20,2,10
1086,9.76820622616494E+017,2018-03-22 13:59:19,AIで似ているAV女優を紹介しているスケベAI「スケベ博士」を作りました。 [Python] on @Qiita https://t.co/LrJbN2c2x1,20,18,90
90,9.90801116483928E+017,2018-04-30 03:52:49,過去にQiitaでAV女優の身長・カップ数・3サイズデータを公開してたらスケベKaggleはじまっててワロタｗｗｗhttps://t.co/nEnGx3QVUP,20,8,40
361,9.88578971393511E+017,2018-04-24 00:42:48,誰か女性用下着に味噌汁こぼして使用済み下着という扱いでメルカリで売るスタートアップ創業しませんか？利益率めっちゃくちゃいいと思います。,20,0,0
534,9.85507650640032E+017,2018-04-15 13:18:28,コンテンツは、そのコンテンツの中身にお金を払うのではなく、そのコンテンツで得られる未来をイメージされることによって購入する。,19,4,21.0526315789474
158,9.90400864966754E+017,2018-04-29 01:22:21,エンジニア向けの教材より、ノンプログラマー向けのチュートリアルのほうが市場が大きそう。エンジニアがやりたがらないけど、ビジネス側では必要な領域ってたくさんあると思うのよね。例えば文字おこし君とかも、ユーザーの声聞いてると出版、デザイナーとかで使うみたいだし。そこを狙っていくのあり,19,0,0
734,9.82823010682876E+017,2018-04-08 03:30:40,これ普通にビビるんだけど、ガチで今の技術でできちゃうんだねフェイクニュースとかで使われたら相当やばそうｗFace2Face: Real-time Face Capture and Reenactment of RGB Vid… https://t.co/baX0ijITwO,19,6,31.5789473684211
1061,9.7732304726587E+017,2018-03-23 23:15:46,僕はそんなに頭がよくないので、機械学習の知識ないけど、欲しいインプットと、アウトプットさえ明確であれば、機械学習のロジックの部分はアウトソースして、徹底的にインターフェイスに回れば、価値のあるプロダクトになるんだなぁと感じた。（とはいえサーバー死んで公開できてないけど。）,19,3,15.7894736842105
805,9.81471996776035E+017,2018-04-04 10:02:13,今ものすごく社会が変わってるの感じるけど、あのお堅いテレビでさえも、一般人の変態だけのテレビ番組とかどんどん増えてきている。変態を変態として受け入れて、それがお金になる仕組みが整って行くと、将来の正常者は障害者で、今の障害者が正常者になっていくんではないかと強く感じる。,19,3,15.7894736842105
584,9.84801801458209E+017,2018-04-13 14:33:40,あと、教育の話。やっぱり何かを作りたいと思ってる人は多いけど、できる人はそれをアピールする方向にだいたいいってしまって民主化しない。テクノロジーマウンティング。だけど、それを民主化するエバンジェリスト的な人って少ないけど、実は技術革新が早い時代めっちゃ必要なのかもしれん。,18,2,11.1111111111111
264,9.89268866508382E+017,2018-04-25 22:24:12,優れた芸術がちゃんとマネタイズできるようにするために、一番やっちゃいけないのは消費者の自主性に頼ること。人間そんなうまくできてないので、社会構造やビジネスサイドで変えないと絶対うまくいかない。,18,4,22.2222222222222
416,9.87671331066937E+017,2018-04-21 12:36:10,お金に変換できるのは・人的資本：スキル等・社会関係資本：フォロワー数等の関係性・コンテンツ資本・時間資本があると思うんだけど、普通の正社員で働くと時間資本ゲーになるので、いかに少ない時間資本投資で人的資本、社会関係資本、コンテンツ資本を増やすかがカギだと思う。,18,5,27.7777777777778
340,9.88732302237696E+017,2018-04-24 10:52:05,noteの強み・売れるか分からないものも売れる・出版まで早くて一週間・90%は収益として還元される(書籍よりはるかに大きい)・アップデートがいつでもできる書籍の強み・個人の社会的認知と信頼度の向上・マスに届きやすい単純に収益化が目的ならnoteだな,18,1,5.55555555555556
326,9.88791160285024E+017,2018-04-24 14:45:58,本当そう思います。知識をすでに持っている人の視点と、これから学ぶ人の視点ってまったく違くて、いかに初心者だったり、技術を知らない人の視点に立てるかってプロダクトしかり教育コンテンツしかり重要だと思います！！(専門家のググれは初学者… https://t.co/v5HeChMSYb,18,5,27.7777777777778
426,9.87565807264715E+017,2018-04-21 05:36:51,技術チュートリアルをまとめている人の記事を更新しました～！データサイエンスコンペ・Kaggleのチュートリアルを日本語に翻訳されたものが出たそうです～！https://t.co/24ylwd7Ruw@currypurin,18,6,33.3333333333333
0,9.91576583570801E+017,2018-05-02 07:14:14,Pythonで自分の過去のツイートから、・いいね数・RT数をすべて取得しているなう。これでどういうコンテンツがウケるのかデータ分析します～！ https://t.co/mC4FQvyBG1,18,2,11.1111111111111
905,9.80003792564371E+017,2018-03-31 08:48:06,プログラミング初心者に特有なのは、欲しい成果を得るために何を学習すればいいかがわからないという状態なので、もしかしたら検索クエリのデザインではなく、欲しい答えをいかにうまく導線に落とし込むかというところなのかと思った。出会い系サイト　つくりかた　rubyとかだと出ないもんな。,18,1,5.55555555555556
700,9.8299185920188E+017,2018-04-08 14:41:36,エモい不適合者が報われる社会つくりてぇな,18,3,16.6666666666667
648,9.83709242967318E+017,2018-04-10 14:12:14,ほむほむ、Pythonからcrontabをセッティングできるモジュールがある。UIから定期実行を仕込めれば、Flaskで定期実行アプリを管理できそうだな。これは需要高そう。 https://t.co/oeYTRyPeGa,18,6,33.3333333333333
831,9.81095710249468E+017,2018-04-03 09:06:59,スケベなAI作ってチュートリアルでマネタイズするなんて最初考えてなかったけど、全力でおもろいって思ったこと発信し続けるとちゃんといつかはお金になるんだなぁと感じた。,18,1,5.55555555555556
1081,9.76979895736713E+017,2018-03-23 00:32:13,スケベすぎだろみんな。,18,3,16.6666666666667
68,9.9106714845694E+017,2018-04-30 21:29:55,これ「頭でっかちになるよりも、まず行動したほうがたいてい勝つということです。あれこれ悩んでいるヒマがあったら、とにかく動いたほうが、結果的に速く正解にたどり着く」https://t.co/JDo16AwwsP,18,5,27.7777777777778
73,9.91056650805985E+017,2018-04-30 20:48:13,アイディアがあるけどその需要を検証しなければ、誰からも傷つけられることもなく、発明家の気持ちで居られるからみんなアウトプットしない。結果出してる人はみなめっちゃくちゃ市場にアウトプットして検証と改善回してるから、とりあえず1ヶ月アウトプットするだけでかなり変わる,18,3,16.6666666666667
680,9.8333482706251E+017,2018-04-09 13:24:26,こういう感じでProgateが最低限ここまで出来てほしいことを学ぶ場所を提供してくれるので、もうちょっと上のところに専念できて助かる。 https://t.co/HH8nHck6tO,18,2,11.1111111111111
865,9.80312331681907E+017,2018-04-01 05:14:07,人間はいいことしてると天国へ、悪いことすると派遣/請負Slerに落ちるくらい地獄絵図だコレ・・・・https://t.co/UNi9pdmENt,18,8,44.4444444444444
1096,9.76639881072976E+017,2018-03-22 02:01:07,画像直は今後対応しようと思ってます。技術的にできなかったので、お手数ですがurlでお願いします。あと今サーバーがパンクしてるっぽいので、ちょっと時間が経ってから使ってもらえると嬉しいです😆 https://t.co/ZQIjgJfdyL,18,17,94.4444444444444
996,9.78448620159517E+017,2018-03-27 01:48:24,初心者向けのまとめ記事を、マスは欲しているのは事実。問題はそのまとめ記事の品質を保つモチベーションは、作る側のほとんどの人にない。だからこそ、チュートリアルはブルーオーシャンな気がする。品質も高く、かつ網羅性も高い初心者向けのチュートリアル。,17,5,29.4117647058824
192,9.90071422532768E+017,2018-04-28 03:33:16,テクノロジーが民主化してインフラになった社会だと、こういうことも可能なんだなぁ。#10年後の仕事図鑑 https://t.co/NiWezSIkLj,17,1,5.88235294117647
758,9.82264937530577E+017,2018-04-06 14:33:05,教育学4年間勉強してたけど、本当に学習のデザインがうまくいけば人ってどんどん伸びるんだなぁ。教育のUXのデザインって本当に大事なのに、みんな開発者視点で見ててユーザー視点で見えてないよなぁ。,17,1,5.88235294117647
1025,9.77830086253601E+017,2018-03-25 08:50:34,Aidemyの登録者数抜いてしまった。AVだけに。 https://t.co/nKD3MHiISi,17,4,23.5294117647059
125,9.90554027208295E+017,2018-04-29 11:30:58,【定期】PythonとJavaScriptで似たAV女優を教えてくれる人工知能アプリケーションが創れる、「変態博士チュートリアル」で、顔認識アプリが創れます！https://t.co/rl1LQkqzJx,17,1,5.88235294117647
69,9.9106680112239E+017,2018-04-30 21:28:33,なるほどなぁ「つまり、一度で完璧なものを作ろうとせずに、完璧でなくても毎日何かを作り続けることでいい結果を導き出せるとのことです。」https://t.co/wduXzJa9pY,17,3,17.6470588235294
997,9.78448144491926E+017,2018-03-27 01:46:30,過去にはてブのブックマーク数を10年分分析したことがあるけど、1番読まれる記事は、初心者がその記事を読んだだけで面白いことができるような、まとめ記事なんだよなぁ。それはいかに人工知能トレンドが進んだりPerl人気が落ちて来たりの時代の流れがあっても変わらなかった。,17,8,47.0588235294118
659,9.83649588413317E+017,2018-04-10 10:15:11,ただ、日本にはプロダクトを作るためのチュートリアルが全然足りてない。例えば自動化ツール作るためのチュートリアルも断片的な記事しかないから、初心者がそれを切り合わせて理解していくのは難しすぎる。,17,6,35.2941176470588
221,9.89550113671426E+017,2018-04-26 17:01:46,経験信仰文化、ありそうだなぁ。エンジニアのフリーランス案件も言語の年数でみるらしいし....#10年後の仕事図鑑 https://t.co/5UYs3oFPT0,17,5,29.4117647058824
159,9.90397086481891E+017,2018-04-29 01:07:20,めっちゃ分かります。1人で完結するビジネスが面白いのは、・コンテンツを作る・集客する・販売する・コンテンツを改善するのすべての工程を体験できるってとこなんですよね。俯瞰してクリエイティブとビジネスを両方学べるので面白… https://t.co/4Y5NGy3KKH,17,3,17.6470588235294
895,9.80024831558107E+017,2018-03-31 10:11:42,エモい。人類はどんどん賢くなっていく。やっぱWebによって変態が発見されていくのめっちゃ好き。自分よりも年下で優秀な人見ると本当にエモい。https://t.co/58F07Y9KHr https://t.co/9HcbSzUvw4,16,5,31.25
632,9.84018944716694E+017,2018-04-11 10:42:53,クリエイティブ労働って、働いている時間がそのまま経済資本に変換できないから、お金のために働こうとするとだいたい最初にモチベーション落ちて死ぬんだよな。だから完全に遊びと割り切って、それにフォロワーが出たタイミングでマネタイズするとよい。,16,3,18.75
748,9.82556035771544E+017,2018-04-07 09:49:48,noteのおかげで、くだらない転職アフィリエイトやらずに、ひたすら価値があるものを提供することに専念できるようになって本当によかった。個人が自分のコンテンツを持てて、それをマーケティングできる仕組みは革命的。 https://t.co/Rq4d1xQ3Rx,16,4,25
902,9.80012434621571E+017,2018-03-31 09:22:26,プログラミング独学していると、どこまでこの関数で実装すべきなのかとか、ログの設計とか全然わからないのでつらい。コードレビューがないとどうしてもそういう設計がわからないからなぁ。冗長なコードになってしまっているらしい。つら。,16,1,6.25
436,9.87156584299094E+017,2018-04-20 02:30:44,作りますぞー！！できれば今月中に完成させたい！！ https://t.co/fvZYDKXtG6,16,1,6.25
89,9.9080489775804E+017,2018-04-30 04:07:50,これ本気でやりたいんですけど誰かいませんかね。参加者募集します。次に売れるAV女優の予測です！『スケベKaggle』やりますhttps://t.co/5Xo1uITD8D,16,3,18.75
456,9.86788406322606E+017,2018-04-19 02:07:44,ブログやらnoteやらでいろいろ記事書いてきたけど、特に1.  市場の大きさが十分ある2.  欠けているコンテンツが存在する3.  自分が提供できる価値を認識している4.  労働集約にならないための差別化要素があるが大事だったなぁと感じた。,16,1,6.25
879,9.80264233060323E+017,2018-04-01 02:03:00,子どもがなりたい職業ランキング2018が出たぞー！ https://t.co/XGF5LKTXsu,16,3,18.75
155,9.90408046617624E+017,2018-04-29 01:50:53,クリエイターってもっとモノの売り方できたら自作農になれるのになぁと思う。バンドもそうだし、引退後のスポーツ選手もそうだけど、これだけポテンシャルがある人材が、安く買い叩かれているのは、自分を売る力がないからで、逆に言えばマーケできれば独立して稼げるはずなんだよなぁ。,16,1,6.25
720,9.82864077696332E+017,2018-04-08 06:13:51,機械学習系の記事、データの分析ばかりで、データをどう取得するかみたいなところがかなり抜けていると思うので、#Aidemy　とかでCRONTABの実行方法とかやってくれるとネット上のデータ自由自在に取れて分析のおかずを集められる人が増えそう。（そしてぜひともやってほしい）,16,3,18.75
678,9.83492034769007E+017,2018-04-09 23:49:08,プログラミング未経験のプログラマーが「仕事募集」なんて書いても、絶対来ない。理由は簡単で、何ができるかわからないのに、仕事を依頼したくないから。だから未経験のプログラマーこそどんどんブログなりなんらかにアウトプットしないと、クラウドソーシングで受注なんてなかなかできない。,16,1,6.25
271,9.89258343427465E+017,2018-04-25 21:42:23,エンジニアがエンジニアの視点でしかものを見れないから、チュートリアルが難しくなっている気がする既知の知をいったん客観視して合わせるってすごく大事なことだと思うんだよなぁ。,16,3,18.75
1102,9.76491555144974E+017,2018-03-21 16:11:43,ログ確認してみると、利用者が多すぎてパンクしている模様。やはり無料だときつい。献金頼みまするぞ。 https://t.co/tTFgbY0Q6J,16,6,37.5
517,9.85817270969496E+017,2018-04-16 09:48:47,Ted聞きながら、Google Documentに音声流力でシャドウイング、その後字幕見て答え合わせしたら、リスニングとスピーキング両方鍛えられることに気付いた。,16,1,6.25
533,9.85673423538897E+017,2018-04-16 00:17:11,やっぱり、プログラミング学習サイトの次のコンテンツは絶対意味あると思う。からあげさんにもっと他のnote出して欲しい笑 学ばせていただきたい。 https://t.co/CBwlkZjHgR,16,2,12.5
174,9.90151053529108E+017,2018-04-28 08:49:41,#やりたいことFace APIでゴリラの画像を大量に学習させて、LINEから送った人間の画像に一番近いゴリラの画像を返してくれるゴリラ君botゴリラの画像のビッグデータとるのが大変そう,16,2,12.5
323,9.88797671753175E+017,2018-04-24 15:11:50,リリースから2時間。ユーザー数400名突破。スケベ博士が2万ユーザーだったので、4万ユーザーぐらいまで行きたい。 https://t.co/t5McEocVlT,15,0,0
70,9.91064343012721E+017,2018-04-30 21:18:47,メディアのすみわけが難しいけど・技術チュートリアル：note・ポエム：note・その他：ブログ・広報：Qiita、hatenaって感じで運用していこう,15,0,0
982,9.78629723612787E+017,2018-03-27 13:48:02,「ググればできる」は、ググる言葉がないとできない。それは、経験から学ぶか、他の人間などの外的リソースを使わないと難しい。ところが、プロダクトをつくる経験は、プロダクトをつくる環境でしか得られないからその経験ができないのよね。その開発の全体像を経験できるチュートリアルはとても少ない,15,6,40
390,9.87840412684448E+017,2018-04-21 23:48:02,20RTいかなさそうなのですが、とりあえずつくりました。基本的な部分は無料で、コード全部乗っけています。詳しい説明は有料という形にしたので、もしよかったら見てみてください！Google Apps Scriptで自動ツイートする… https://t.co/tmoPuFlFtn,15,3,20
309,9.88823811297432E+017,2018-04-24 16:55:42,開発者が嬉しいことと、開発を勉強している人が嬉しいことと、ただ使う側にとって嬉しいことは全然違う。開発者でエンドユーザーの視点で作るのってやっぱり難しいんだろうなぁ。,15,1,6.66666666666667
627,9.84085863888962E+017,2018-04-11 15:08:48,変態でも機械学習エンジニアでもないですが、めっちゃいろいろお話聞かせていただきました。すごく勉強になった！すけべではあります。 https://t.co/t36JX06nDe,15,1,6.66666666666667
771,9.82031165597991E+017,2018-04-05 23:04:09,昨日話してて本当にフリーランスやろうか迷った。フリーランスになったら、冒険できる案件と、生活を維持しつつ能力がつく案件両方やりたいな。スキルがないけど、それをうまくデザインできたらめっちゃいいな。,15,1,6.66666666666667
51,9.91098317714043E+017,2018-04-30 23:33:47,この感覚、本当に正しいから！めっちゃ応援したいこの子！ https://t.co/ZRSSJ5YkZq,15,1,6.66666666666667
655,9.83653554928861E+017,2018-04-10 10:30:57,いわゆるエンジニアでなくても、絶対プログラミングは学んでおくと得することが増えると思います。だって、ルーティン減るって、その分死んでた時間を取り返すってことですからね。知り合いの営業マンのひとは、朝のルーティン作業プログラミングで自動化してその分ゲームしてるんって言ってましたよ笑,15,1,6.66666666666667
40,9.9114222553804E+017,2018-05-01 02:28:15,1カ月に2万RTと5万RTのサービス2つリリースした後に僕の身に起こった3つのこと｜Dai @never_be_a_pm｜note（ノート） https://t.co/JSdudZkQsF,15,1,6.66666666666667
34,9.91206103731003E+017,2018-05-01 06:42:05,『素人革命』馬鹿だから手を出せるって実は強いのかもしれないhttps://t.co/ppjoifGjhX,15,2,13.3333333333333
660,9.83649227841548E+017,2018-04-10 10:13:45,案件取るために、ひたすらやったことは実際に動くものを作りまくることなんだけど、売れるに値するもの作るためには既存のプロダクトのチュートリアルを写経しまくるのが一番オススメ。あとはそれらの機能の組み合わせで、作りたいものは作れる。,15,5,33.3333333333333
484,9.86262928964764E+017,2018-04-17 15:19:40,ツイッター自動いいねツール、わりと完成してきた。今日の成果としては・crontabの設定（ON OFF）・crontabの削除までをGUI上でできるようになったので、・crontabの日時指定をUI上でやる・実行結… https://t.co/1g2GWFOM2m,15,0,0
1307,9.72390937853813E+017,2018-03-10 08:37:20,この1週間くらいで女性フォロワーが圧倒的に減ったぞ！,15,0,0
998,9.78447717386019E+017,2018-03-27 01:44:49,難しいことを難しい書くのはとても簡単だけど、ほとんどの技術ログって自分にわかる形の忘備録として書いているから、その情報を欲している人との前提知識の乖離があるんだよなぁ。それをログ残してる人が丁寧に書く義務もないし、となるとそれをマネタイズする方向で解決するのは必然な気がする。,14,4,28.5714285714286
1299,9.72468372674814E+017,2018-03-10 13:45:02,転職の時に「何かプライベートで作られた成果物はありますか？」って聞かれて、Lineでエロ動画見れるアプリとか、AIが写真と似てるAV女優教えてくれるアプリとかしかなくて、違う意味で落ちそうで怖い。,14,3,21.4285714285714
595,9.84748595042664E+017,2018-04-13 11:02:15,毎日スケべAIに献金してくれてる人がいる....スケベすぎる....,14,2,14.2857142857143
915,9.79857271948636E+017,2018-03-30 23:05:53,Qiitaのエロサイト化に進展がみられる https://t.co/2bWL2ksZPK,14,3,21.4285714285714
586,9.84800678181614E+017,2018-04-13 14:29:13,デバイスが普及した時に、ツイッターよりもより密な関係ができるのはきっとVRチャットなんだろな。VRチャットで焚き火を囲んで人生相談聞くって体験、普通にやばいだろ。アバターと空間は人間性の壁を超越してる。未来すぎるだろ。ってなった時に現実世界ができることってなんだってなってる。,14,4,28.5714285714286
1374,9.70225512839656E+017,2018-03-04 09:12:42,ブログ更新Python 機械学習のための画像収集②：Pythonで、DMMの女優検索APIから、AV女優2840名の身長・バスト・カップ数・ウェスト・ヒップ・生年月日データを取得しました。… https://t.co/7zxmA5edWS,14,4,28.5714285714286
